eco,white_elo,black_elo,result,elo_difference,eco_cat,white_player,black_player
 C45,2498,2605, 0-1,-107,C20 - C99,Player 7526_white,Player 7526_black
 D15,2583,2631, 1-0,-48,D00 - D69,Player 7527_white,Player 7527_black
 C73,2631,2583, 1-0,48,C20 - C99,Player 7528_white,Player 7528_black
 C60,2654,2583, 1-0,71,C20 - C99,Player 7529_white,Player 7529_black
 C76,2525,2583, 0-1,-58,C20 - C99,Player 7530_white,Player 7530_black
 D10,2583,2529, 0-1,54,D00 - D69,Player 7531_white,Player 7531_black
 D10,2585,2510, 1/2-1/2,75,D00 - D69,Player 7532_white,Player 7532_black
 A46,2585,2590, 1/2-1/2,-5,A45 - A49,Player 7533_white,Player 7533_black
 D10,2587,2492, 1/2-1/2,95,D00 - D69,Player 7534_white,Player 7534_black
 E21,2704,2587, 1-0,117,E00 - E59,Player 7535_white,Player 7535_black
 E48,2570,2613, 0-1,-43,E00 - E59,Player 7536_white,Player 7536_black
 E81,2570,2618, 0-1,-48,E60 - E99,Player 7537_white,Player 7537_black
 A41,2570,2533, 1-0,37,A40 - A44,Player 7538_white,Player 7538_black
 A46,2570,2498, 1/2-1/2,72,A45 - A49,Player 7539_white,Player 7539_black
 A46,2501,2573, 1/2-1/2,-72,A45 - A49,Player 7540_white,Player 7540_black
 D10,2589,2510, 1/2-1/2,79,D00 - D69,Player 7541_white,Player 7541_black
 A40,2534,2589, 1/2-1/2,-55,A40 - A44,Player 7542_white,Player 7542_black
 A49,2589,2684, 0-1,-95,A45 - A49,Player 7543_white,Player 7543_black
 B93,2675,2735, 1/2-1/2,-60,B20 - B99,Player 7544_white,Player 7544_black
 B06,2735,2690, 1-0,45,B00 - B09,Player 7545_white,Player 7545_black
 A05,2628,2720, 1-0,-92,A00 - A39,Player 7546_white,Player 7546_black
 D11,2717,2611, 1/2-1/2,106,D00 - D69,Player 7547_white,Player 7547_black
 A46,2717,2547, 1/2-1/2,170,A45 - A49,Player 7548_white,Player 7548_black
 B42,2558,2700, 1-0,-142,B20 - B99,Player 7549_white,Player 7549_black
 B33,2690,2244, 1-0,446,B20 - B99,Player 7550_white,Player 7550_black
 B97,2690,2673, 1/2-1/2,17,B20 - B99,Player 7551_white,Player 7551_black
 B97,2690,2673, 0-1,17,B20 - B99,Player 7552_white,Player 7552_black
 C65,2690,2674, 1/2-1/2,16,C20 - C99,Player 7553_white,Player 7553_black
 E91,2674,2690, 0-1,-16,E60 - E99,Player 7554_white,Player 7554_black
 C96,2740,2686, 1-0,54,C20 - C99,Player 7555_white,Player 7555_black
 D15,2554,2686, 1/2-1/2,-132,D00 - D69,Player 7556_white,Player 7556_black
 B45,2671,2743, 1-0,-72,B20 - B99,Player 7557_white,Player 7557_black
 C88,2743,2671, 1/2-1/2,72,C20 - C99,Player 7558_white,Player 7558_black
 D10,2577,2671, 0-1,-94,D00 - D69,Player 7559_white,Player 7559_black
 D10,2757,2705, 1-0,52,D00 - D69,Player 7560_white,Player 7560_black
 D15,2690,2705, 0-1,-15,D00 - D69,Player 7561_white,Player 7561_black
 B53,2718,2656, 1/2-1/2,62,B20 - B99,Player 7562_white,Player 7562_black
 D11,2569,2718, 1-0,-149,D00 - D69,Player 7563_white,Player 7563_black
 E15,2752,2724, 1-0,28,E00 - E59,Player 7564_white,Player 7564_black
 D10,2600,2714, 0-1,-114,D00 - D69,Player 7565_white,Player 7565_black
 A48,2714,2690, 1-0,24,A45 - A49,Player 7566_white,Player 7566_black
 D15,2705,2714, 1-0,-9,D00 - D69,Player 7567_white,Player 7567_black
 D10,2755,2714, 0-1,41,D00 - D69,Player 7568_white,Player 7568_black
 A46,2714,2583, 1-0,131,A45 - A49,Player 7569_white,Player 7569_black
 D12,2670,2714, 1/2-1/2,-44,D00 - D69,Player 7570_white,Player 7570_black
 A46,2714,2641, 1/2-1/2,73,A45 - A49,Player 7571_white,Player 7571_black
 E21,2705,2714, 1/2-1/2,-9,E00 - E59,Player 7572_white,Player 7572_black
 C91,2739,2714, 1/2-1/2,25,C20 - C99,Player 7573_white,Player 7573_black
 B90,2723,2727, 1/2-1/2,-4,B20 - B99,Player 7574_white,Player 7574_black
 B08,2723,2664, 1-0,59,B00 - B09,Player 7575_white,Player 7575_black
 B47,2723,2640, 0-1,83,B20 - B99,Player 7576_white,Player 7576_black
 A46,2723,2651, 1-0,72,A45 - A49,Player 7577_white,Player 7577_black
 C89,2741,2723, 0-1,18,C20 - C99,Player 7578_white,Player 7578_black
 B00,2738,2723, 1/2-1/2,15,B00 - B09,Player 7579_white,Player 7579_black
 D10,2640,2729, 1-0,-89,D00 - D69,Player 7580_white,Player 7580_black
 B42,2711,2729, 0-1,-18,B20 - B99,Player 7581_white,Player 7581_black
 B22,2664,2729, 1/2-1/2,-65,B20 - B99,Player 7582_white,Player 7582_black
 B47,2725,2612, 1/2-1/2,113,B20 - B99,Player 7583_white,Player 7583_black
 C85,2725,2751, 1-0,-26,C20 - C99,Player 7584_white,Player 7584_black
 B07,2700,2610, 1-0,90,B00 - B09,Player 7585_white,Player 7585_black
 B76,2720,2500, 1-0,220,B20 - B99,Player 7586_white,Player 7586_black
 E12,2600,2700, 1/2-1/2,-100,E00 - E59,Player 7587_white,Player 7587_black
 B20,2720,2505, 1/2-1/2,215,B20 - B99,Player 7588_white,Player 7588_black
 C42,2700,2565, 1/2-1/2,135,C20 - C99,Player 7589_white,Player 7589_black
 B41,2720,2625, 1/2-1/2,95,B20 - B99,Player 7590_white,Player 7590_black
 C42,2625,2720, 1/2-1/2,-95,C20 - C99,Player 7591_white,Player 7591_black
 B08,2710,2505, 1-0,205,B00 - B09,Player 7592_white,Player 7592_black
 E19,2710,2545, 1/2-1/2,165,E00 - E59,Player 7593_white,Player 7593_black
 B66,2710,2605, 1/2-1/2,105,B20 - B99,Player 7594_white,Player 7594_black
 B07,2710,2525, 1-0,185,B00 - B09,Player 7595_white,Player 7595_black
 E19,2520,2710, 1/2-1/2,-190,E00 - E59,Player 7596_white,Player 7596_black
 A05,2710,2645, 1/2-1/2,65,A00 - A39,Player 7597_white,Player 7597_black
 D30,2700,2515, 1-0,185,D00 - D69,Player 7598_white,Player 7598_black
 B41,2705,2715, 1/2-1/2,-10,B20 - B99,Player 7599_white,Player 7599_black
 B92,2705,2715, 1/2-1/2,-10,B20 - B99,Player 7600_white,Player 7600_black
 E12,2715,2705, 1/2-1/2,10,E00 - E59,Player 7601_white,Player 7601_black
 E15,2715,2705, 1/2-1/2,10,E00 - E59,Player 7602_white,Player 7602_black
 A06,2705,2715, 1/2-1/2,-10,A00 - A39,Player 7603_white,Player 7603_black
 C42,2715,2705, 1/2-1/2,10,C20 - C99,Player 7604_white,Player 7604_black
 B33,2705,2715, 1/2-1/2,-10,B20 - B99,Player 7605_white,Player 7605_black
 A06,2705,2715, 1/2-1/2,-10,A00 - A39,Player 7606_white,Player 7606_black
 B92,2705,2715, 1/2-1/2,-10,B20 - B99,Player 7607_white,Player 7607_black
 C42,2500,2705, 1/2-1/2,-205,C20 - C99,Player 7608_white,Player 7608_black
 C45,2640,2720, 1/2-1/2,-80,C20 - C99,Player 7609_white,Player 7609_black
 D31,2705,2580, 1-0,125,D00 - D69,Player 7610_white,Player 7610_black
 B92,2720,2700, 1/2-1/2,20,B20 - B99,Player 7611_white,Player 7611_black
 D31,2720,2700, 1/2-1/2,20,D00 - D69,Player 7612_white,Player 7612_black
 B45,2720,2700, 1/2-1/2,20,B20 - B99,Player 7613_white,Player 7613_black
 B92,2720,2700, 1/2-1/2,20,B20 - B99,Player 7614_white,Player 7614_black
 D31,2700,2720, 1/2-1/2,-20,D00 - D69,Player 7615_white,Player 7615_black
 D31,2525,2700, 1/2-1/2,-175,D00 - D69,Player 7616_white,Player 7616_black
 C92,2595,2700, 1-0,-105,C20 - C99,Player 7617_white,Player 7617_black
 E12,2700,2610, 1/2-1/2,90,E00 - E59,Player 7618_white,Player 7618_black
 E10,2555,2705, 1/2-1/2,-150,E00 - E59,Player 7619_white,Player 7619_black
 C42,2740,2705, 1/2-1/2,35,C20 - C99,Player 7620_white,Player 7620_black
 E12,2740,2705, 0-1,35,E00 - E59,Player 7621_white,Player 7621_black
 C92,2600,2705, 1/2-1/2,-105,C20 - C99,Player 7622_white,Player 7622_black
 C92,2620,2705, 1/2-1/2,-85,C20 - C99,Player 7623_white,Player 7623_black
 E10,2590,2710, 1/2-1/2,-120,E00 - E59,Player 7624_white,Player 7624_black
 E12,2735,2710, 1-0,25,E00 - E59,Player 7625_white,Player 7625_black
 A53,2710,2620, 1-0,90,A50 - A79,Player 7626_white,Player 7626_black
 E15,2590,2710, 0-1,-120,E00 - E59,Player 7627_white,Player 7627_black
 E15,2710,2590, 1/2-1/2,120,E00 - E59,Player 7628_white,Player 7628_black
 E15,2710,2645, 1-0,65,E00 - E59,Player 7629_white,Player 7629_black
 A13,2740,2700, 1-0,40,A00 - A39,Player 7630_white,Player 7630_black
 E60,2715,2750, 1/2-1/2,-35,E60 - E99,Player 7631_white,Player 7631_black
 D26,2560,2715, 0-1,-155,D00 - D69,Player 7632_white,Player 7632_black
 E19,2620,2715, 1/2-1/2,-95,E00 - E59,Player 7633_white,Player 7633_black
 D20,2715,2675, 1-0,40,D00 - D69,Player 7634_white,Player 7634_black
 E10,2545,2715, 1/2-1/2,-170,E00 - E59,Player 7635_white,Player 7635_black
 C85,2545,2715, 1/2-1/2,-170,C20 - C99,Player 7636_white,Player 7636_black
 E17,2725,2625, 1/2-1/2,100,E00 - E59,Player 7637_white,Player 7637_black
 E10,2560,2725, 1/2-1/2,-165,E00 - E59,Player 7638_white,Player 7638_black
 E15,2725,2585, 1/2-1/2,140,E00 - E59,Player 7639_white,Player 7639_black
 D17,2725,2610, 1-0,115,D00 - D69,Player 7640_white,Player 7640_black
 E15,2585,2725, 1/2-1/2,-140,E00 - E59,Player 7641_white,Player 7641_black
 D10,2560,2715, 1/2-1/2,-155,D00 - D69,Player 7642_white,Player 7642_black
 C92,2605,2750, 1/2-1/2,-145,C20 - C99,Player 7643_white,Player 7643_black
 E20,2750,2580, 1-0,170,E00 - E59,Player 7644_white,Player 7644_black
 E15,2755,2530, 1-0,225,E00 - E59,Player 7645_white,Player 7645_black
 E33,2610,2750, 0-1,-140,E00 - E59,Player 7646_white,Player 7646_black
 E15,2750,2610, 1-0,140,E00 - E59,Player 7647_white,Player 7647_black
 E33,2645,2755, 1/2-1/2,-110,E00 - E59,Player 7648_white,Player 7648_black
 C92,2580,2755, 1/2-1/2,-175,C20 - C99,Player 7649_white,Player 7649_black
 A05,2560,2730, 1/2-1/2,-170,A00 - A39,Player 7650_white,Player 7650_black
 E20,2680,2730, 1/2-1/2,-50,E00 - E59,Player 7651_white,Player 7651_black
 E15,2730,2680, 1-0,50,E00 - E59,Player 7652_white,Player 7652_black
 E92,2730,2800, 1/2-1/2,-70,E60 - E99,Player 7653_white,Player 7653_black
 C92,2800,2730, 1/2-1/2,70,C20 - C99,Player 7654_white,Player 7654_black
 C45,2800,2730, 1/2-1/2,70,C20 - C99,Player 7655_white,Player 7655_black
 E87,2730,2800, 1/2-1/2,-70,E60 - E99,Player 7656_white,Player 7656_black
 C92,2800,2725, 1/2-1/2,75,C20 - C99,Player 7657_white,Player 7657_black
 E15,2590,2730, 0-1,-140,E00 - E59,Player 7658_white,Player 7658_black
 E10,2725,2800, 1/2-1/2,-75,E00 - E59,Player 7659_white,Player 7659_black
 E50,2630,2730, 1/2-1/2,-100,E00 - E59,Player 7660_white,Player 7660_black
 E10,2725,2595, 1/2-1/2,130,E00 - E59,Player 7661_white,Player 7661_black
 E15,2730,2630, 1-0,100,E00 - E59,Player 7662_white,Player 7662_black
 C89,2730,2660, 1/2-1/2,70,C20 - C99,Player 7663_white,Player 7663_black
 E10,2730,2630, 1-0,100,E00 - E59,Player 7664_white,Player 7664_black
 E15,2570,2715, 1/2-1/2,-145,E00 - E59,Player 7665_white,Player 7665_black
 E33,2550,2715, 1/2-1/2,-165,E00 - E59,Player 7666_white,Player 7666_black
 E20,2710,2715, 0-1,-5,E00 - E59,Player 7667_white,Player 7667_black
 A41,2725,2600, 0-1,125,A40 - A44,Player 7668_white,Player 7668_black
 E32,2655,2598, 1-0,57,E00 - E59,Player 7669_white,Player 7669_black
 A42,2655,2523, 1-0,132,A40 - A44,Player 7670_white,Player 7670_black
 D12,2651,2788, 0-1,-137,D00 - D69,Player 7671_white,Player 7671_black
 E32,2788,2651, 1-0,137,E00 - E59,Player 7672_white,Player 7672_black
 A40,2651,2723, 1-0,-72,A40 - A44,Player 7673_white,Player 7673_black
 D02,2496,2651, 1/2-1/2,-155,D00 - D69,Player 7674_white,Player 7674_black
 E36,2644,2604, 0-1,40,E00 - E59,Player 7675_white,Player 7675_black
 E34,2604,2644, 1/2-1/2,-40,E00 - E59,Player 7676_white,Player 7676_black
 B42,2726,2644, 1-0,82,B20 - B99,Player 7677_white,Player 7677_black
 E32,2619,2750, 1/2-1/2,-131,E00 - E59,Player 7678_white,Player 7678_black
 D12,2619,2752, 1/2-1/2,-133,D00 - D69,Player 7679_white,Player 7679_black
 A41,2619,2642, 1/2-1/2,-23,A40 - A44,Player 7680_white,Player 7680_black
 C65,2565,2619, 0-1,-54,C20 - C99,Player 7681_white,Player 7681_black
 B57,2310,2435, 1/2-1/2,-125,B20 - B99,Player 7682_white,Player 7682_black
 E39,2360,2435, 1/2-1/2,-75,E00 - E59,Player 7683_white,Player 7683_black
 C77,2435,2500, 1/2-1/2,-65,C20 - C99,Player 7684_white,Player 7684_black
 A04,2435,2480, 0-1,-45,A00 - A39,Player 7685_white,Player 7685_black
 A05,2425,2480, 1/2-1/2,-55,A00 - A39,Player 7686_white,Player 7686_black
 E10,2245,2425, 1-0,-180,E00 - E59,Player 7687_white,Player 7687_black
 C69,2490,2435, 1-0,55,C20 - C99,Player 7688_white,Player 7688_black
 E41,2550,2435, 1/2-1/2,115,E00 - E59,Player 7689_white,Player 7689_black
 E60,2545,2405, 1/2-1/2,140,E60 - E99,Player 7690_white,Player 7690_black
 B57,2470,2545, 1/2-1/2,-75,B20 - B99,Player 7691_white,Player 7691_black
 D10,2570,2545, 1-0,25,D00 - D69,Player 7692_white,Player 7692_black
 E97,2545,2440, 1-0,105,E60 - E99,Player 7693_white,Player 7693_black
 E97,2565,2485, 1/2-1/2,80,E60 - E99,Player 7694_white,Player 7694_black
 A04,2565,2485, 1-0,80,A00 - A39,Player 7695_white,Player 7695_black
 B43,2540,2570, 1/2-1/2,-30,B20 - B99,Player 7696_white,Player 7696_black
 B47,2450,2570, 1/2-1/2,-120,B20 - B99,Player 7697_white,Player 7697_black
 E97,2570,2615, 0-1,-45,E60 - E99,Player 7698_white,Player 7698_black
 A00,2565,2535, 1/2-1/2,30,A00 - A39,Player 7699_white,Player 7699_black
 A05,2595,2610, 0-1,-15,A00 - A39,Player 7700_white,Player 7700_black
 B33,2595,2751, 0-1,-156,B20 - B99,Player 7701_white,Player 7701_black
 E60,2812,2595, 1-0,217,E60 - E99,Player 7702_white,Player 7702_black
 C42,2542,2595, 1/2-1/2,-53,C20 - C99,Player 7703_white,Player 7703_black
 E73,2559,2606, 1-0,-47,E60 - E99,Player 7704_white,Player 7704_black
 E10,2603,2480, 1/2-1/2,123,E00 - E59,Player 7705_white,Player 7705_black
 D17,2603,2398, 1-0,205,D00 - D69,Player 7706_white,Player 7706_black
 A04,2526,2603, 0-1,-77,A00 - A39,Player 7707_white,Player 7707_black
 E77,2519,2603, 0-1,-84,E60 - E99,Player 7708_white,Player 7708_black
 E15,2603,2657, 1/2-1/2,-54,E00 - E59,Player 7709_white,Player 7709_black
 B06,2649,2595, 0-1,54,B00 - B09,Player 7710_white,Player 7710_black
 E15,2614,2655, 0-1,-41,E00 - E59,Player 7711_white,Player 7711_black
 E97,2690,2670, 1/2-1/2,20,E60 - E99,Player 7712_white,Player 7712_black
 D15,2690,2584, 1-0,106,D00 - D69,Player 7713_white,Player 7713_black
 E60,2657,2690, 1/2-1/2,-33,E60 - E99,Player 7714_white,Player 7714_black
 B27,2690,2439, 1-0,251,B20 - B99,Player 7715_white,Player 7715_black
 D16,2693,2745, 1-0,-52,D00 - D69,Player 7716_white,Player 7716_black
 E20,2693,2568, 1-0,125,E00 - E59,Player 7717_white,Player 7717_black
 A05,2566,2704, 1/2-1/2,-138,A00 - A39,Player 7718_white,Player 7718_black
 B23,2651,2704, 0-1,-53,B20 - B99,Player 7719_white,Player 7719_black
 D10,2706,2572, 1/2-1/2,134,D00 - D69,Player 7720_white,Player 7720_black
 E20,2687,2695, 1-0,-8,E00 - E59,Player 7721_white,Player 7721_black
 B31,2605,2695, 1/2-1/2,-90,B20 - B99,Player 7722_white,Player 7722_black
 C80,2707,2674, 1-0,33,C20 - C99,Player 7723_white,Player 7723_black
 C42,2677,2674, 1-0,3,C20 - C99,Player 7724_white,Player 7724_black
 C42,2667,2653, 0-1,14,C20 - C99,Player 7725_white,Player 7725_black
 B48,2653,2667, 0-1,-14,B20 - B99,Player 7726_white,Player 7726_black
 E73,2520,2340, 1-0,180,E60 - E99,Player 7727_white,Player 7727_black
 E73,2440,2535, 0-1,-95,E60 - E99,Player 7728_white,Player 7728_black
 E73,2410,2450, 1-0,-40,E60 - E99,Player 7729_white,Player 7729_black
 E74,2400,2300, 1/2-1/2,100,E60 - E99,Player 7730_white,Player 7730_black
 E73,2560,2470, 1/2-1/2,90,E60 - E99,Player 7731_white,Player 7731_black
 E73,2480,2520, 1-0,-40,E60 - E99,Player 7732_white,Player 7732_black
 E74,2460,2495, 1/2-1/2,-35,E60 - E99,Player 7733_white,Player 7733_black
 A53,2595,2550, 0-1,45,A50 - A79,Player 7734_white,Player 7734_black
 E74,2525,2430, 0-1,95,E60 - E99,Player 7735_white,Player 7735_black
 E73,2475,2595, 1/2-1/2,-120,E60 - E99,Player 7736_white,Player 7736_black
 E74,2575,2540, 1-0,35,E60 - E99,Player 7737_white,Player 7737_black
 E73,2460,2385, 1-0,75,E60 - E99,Player 7738_white,Player 7738_black
 E73,2570,2565, 1-0,5,E60 - E99,Player 7739_white,Player 7739_black
 E73,2460,2505, 1/2-1/2,-45,E60 - E99,Player 7740_white,Player 7740_black
 E73,2535,2455, 1-0,80,E60 - E99,Player 7741_white,Player 7741_black
 A40,2540,2400, 1/2-1/2,140,A40 - A44,Player 7742_white,Player 7742_black
 E74,2480,2500, 1/2-1/2,-20,E60 - E99,Player 7743_white,Player 7743_black
 E74,2580,2470, 0-1,110,E60 - E99,Player 7744_white,Player 7744_black
 E73,2415,2540, 0-1,-125,E60 - E99,Player 7745_white,Player 7745_black
 E73,2560,2505, 1/2-1/2,55,E60 - E99,Player 7746_white,Player 7746_black
 E74,2560,2570, 1/2-1/2,-10,E60 - E99,Player 7747_white,Player 7747_black
 E73,2560,2630, 1/2-1/2,-70,E60 - E99,Player 7748_white,Player 7748_black
 E74,2415,2295, 1/2-1/2,120,E60 - E99,Player 7749_white,Player 7749_black
 E74,2505,2420, 1-0,85,E60 - E99,Player 7750_white,Player 7750_black
 E74,2535,2570, 1/2-1/2,-35,E60 - E99,Player 7751_white,Player 7751_black
 E74,2425,2540, 0-1,-115,E60 - E99,Player 7752_white,Player 7752_black
 E73,2515,2360, 1-0,155,E60 - E99,Player 7753_white,Player 7753_black
 E73,2430,2500, 1/2-1/2,-70,E60 - E99,Player 7754_white,Player 7754_black
 E73,2515,2380, 1/2-1/2,135,E60 - E99,Player 7755_white,Player 7755_black
 E73,2485,2475, 1/2-1/2,10,E60 - E99,Player 7756_white,Player 7756_black
 E73,2495,2530, 1/2-1/2,-35,E60 - E99,Player 7757_white,Player 7757_black
 E73,2425,2385, 0-1,40,E60 - E99,Player 7758_white,Player 7758_black
 E73,2515,2525, 1/2-1/2,-10,E60 - E99,Player 7759_white,Player 7759_black
 E74,2425,2415, 1/2-1/2,10,E60 - E99,Player 7760_white,Player 7760_black
 E73,2490,2470, 1/2-1/2,20,E60 - E99,Player 7761_white,Player 7761_black
 E73,2565,2515, 1-0,50,E60 - E99,Player 7762_white,Player 7762_black
 E73,2530,2370, 1/2-1/2,160,E60 - E99,Player 7763_white,Player 7763_black
 A42,2515,2530, 1-0,-15,A40 - A44,Player 7764_white,Player 7764_black
 E70,2535,2545, 1-0,-10,E60 - E99,Player 7765_white,Player 7765_black
 E73,2440,2370, 0-1,70,E60 - E99,Player 7766_white,Player 7766_black
 E73,2500,2490, 1/2-1/2,10,E60 - E99,Player 7767_white,Player 7767_black
 E74,2500,2445, 1/2-1/2,55,E60 - E99,Player 7768_white,Player 7768_black
 E73,2455,2500, 0-1,-45,E60 - E99,Player 7769_white,Player 7769_black
 E74,2510,2480, 0-1,30,E60 - E99,Player 7770_white,Player 7770_black
 E73,2530,2575, 1-0,-45,E60 - E99,Player 7771_white,Player 7771_black
 E70,2585,2530, 1-0,55,E60 - E99,Player 7772_white,Player 7772_black
 E73,2545,2530, 0-1,15,E60 - E99,Player 7773_white,Player 7773_black
 E73,2515,2650, 1/2-1/2,-135,E60 - E99,Player 7774_white,Player 7774_black
 E73,2265,2460, 1/2-1/2,-195,E60 - E99,Player 7775_white,Player 7775_black
 E73,2610,2540, 1/2-1/2,70,E60 - E99,Player 7776_white,Player 7776_black
 E73,2575,2480, 0-1,95,E60 - E99,Player 7777_white,Player 7777_black
 E73,2610,2355, 1-0,255,E60 - E99,Player 7778_white,Player 7778_black
 E73,2505,2445, 1-0,60,E60 - E99,Player 7779_white,Player 7779_black
 E73,2460,2505, 1-0,-45,E60 - E99,Player 7780_white,Player 7780_black
 E73,2610,2590, 1/2-1/2,20,E60 - E99,Player 7781_white,Player 7781_black
 E74,2650,2570, 1-0,80,E60 - E99,Player 7782_white,Player 7782_black
 E73,2440,2435, 1/2-1/2,5,E60 - E99,Player 7783_white,Player 7783_black
 E73,2485,2430, 0-1,55,E60 - E99,Player 7784_white,Player 7784_black
 E73,2575,2480, 0-1,95,E60 - E99,Player 7785_white,Player 7785_black
 A41,2460,2360, 1-0,100,A40 - A44,Player 7786_white,Player 7786_black
 E74,2540,2445, 1/2-1/2,95,E60 - E99,Player 7787_white,Player 7787_black
 E74,2530,2460, 1-0,70,E60 - E99,Player 7788_white,Player 7788_black
 E73,2470,2440, 1/2-1/2,30,E60 - E99,Player 7789_white,Player 7789_black
 E73,2620,2455, 1/2-1/2,165,E60 - E99,Player 7790_white,Player 7790_black
 E74,2315,2445, 1-0,-130,E60 - E99,Player 7791_white,Player 7791_black
 E73,2535,2400, 1/2-1/2,135,E60 - E99,Player 7792_white,Player 7792_black
 E73,2751,2571, 1-0,180,E60 - E99,Player 7793_white,Player 7793_black
 E73,2408,2511, 1/2-1/2,-103,E60 - E99,Player 7794_white,Player 7794_black
 E73,2547,2499, 1/2-1/2,48,E60 - E99,Player 7795_white,Player 7795_black
 E73,2408,2403, 1/2-1/2,5,E60 - E99,Player 7796_white,Player 7796_black
 A40,2525,2634, 1/2-1/2,-109,A40 - A44,Player 7797_white,Player 7797_black
 E73,2633,2581, 1-0,52,E60 - E99,Player 7798_white,Player 7798_black
 E73,2511,2633, 0-1,-122,E60 - E99,Player 7799_white,Player 7799_black
 E70,2397,2528, 0-1,-131,E60 - E99,Player 7800_white,Player 7800_black
 E73,2626,2630, 1/2-1/2,-4,E60 - E99,Player 7801_white,Player 7801_black
 E73,2626,2574, 1/2-1/2,52,E60 - E99,Player 7802_white,Player 7802_black
 E73,2521,2586, 1/2-1/2,-65,E60 - E99,Player 7803_white,Player 7803_black
 E73,2547,2471, 1-0,76,E60 - E99,Player 7804_white,Player 7804_black
 E73,2453,2592, 0-1,-139,E60 - E99,Player 7805_white,Player 7805_black
 E73,2632,2490, 1-0,142,E60 - E99,Player 7806_white,Player 7806_black
 E73,2459,2668, 0-1,-209,E60 - E99,Player 7807_white,Player 7807_black
 E74,2558,2511, 1-0,47,E60 - E99,Player 7808_white,Player 7808_black
 A53,2409,2494, 1-0,-85,A50 - A79,Player 7809_white,Player 7809_black
 E73,2498,2499, 0-1,-1,E60 - E99,Player 7810_white,Player 7810_black
 E70,2418,2251, 0-1,167,E60 - E99,Player 7811_white,Player 7811_black
 E70,2523,2404, 1/2-1/2,119,E60 - E99,Player 7812_white,Player 7812_black
 E73,2458,2571, 1/2-1/2,-113,E60 - E99,Player 7813_white,Player 7813_black
 E73,2590,2503, 1-0,87,E60 - E99,Player 7814_white,Player 7814_black
 E73,2442,2611, 1/2-1/2,-169,E60 - E99,Player 7815_white,Player 7815_black
 E97,2480,2430, 1/2-1/2,50,E60 - E99,Player 7816_white,Player 7816_black
 E97,2470,2535, 0-1,-65,E60 - E99,Player 7817_white,Player 7817_black
